Action speed (MB/min),Command Line,Destination directory,Directories created,Directories processed,Elapsed time in sec.,Exit code,File name template,Files copied,Log File Appended,Source base directory,Total data in bytes,date,time,windows version,xxcopy version
28.2,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files \\droboshare\drobo\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_diff-little_files.log,"""\\droboshare\drobo\speed-test\little_files\""",745,"1,491","1,113 (18 min 33 sec)","0 (No error, Successful operation)","""*""","13,085","24,344",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_diff-little_files.log,"""K:\Software\Speed-test\source\little_files\""","523,373,707",2008-10-15,09:48:39, 5.2.3790 service pack 2,2.97.5
567.2,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,55.78,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:26:22, 5.2.3790 service pack 2,2.97.5
612.7,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,51.64,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:30:26, 5.2.3790 service pack 2,2.97.5
557.2,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,56.78,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:34:27, 5.2.3790 service pack 2,2.97.5
602.1,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,52.55,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:38:31, 5.2.3790 service pack 2,2.97.5
587.5,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,53.86,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:42:34, 5.2.3790 service pack 2,2.97.5
611.6,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,51.74,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:46:42, 5.2.3790 service pack 2,2.97.5
612.7,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,51.64,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:50:40, 5.2.3790 service pack 2,2.97.5
611.4,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,51.75,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:54:40, 5.2.3790 service pack 2,2.97.5
570.6,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,55.45,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,14:58:46, 5.2.3790 service pack 2,2.97.5
593.9,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,53.28,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-14,15:02:49, 5.2.3790 service pack 2,2.97.5
577.4,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\big_files f:\speed-test\big_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""F:\speed-test\big_files\""",1,54.8,"0 (No error, Successful operation)","""*""",1,K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-big_files.log,"""K:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-15,08:58:53, 5.2.3790 service pack 2,2.97.5
155.5,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",118.6 (1 min 58 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:23:41, 5.2.3790 service pack 2,2.97.5
154.9,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",119.1 (1 min 59 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:27:41, 5.2.3790 service pack 2,2.97.5
150.7,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",122.3 (2 min 2 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:31:42, 5.2.3790 service pack 2,2.97.5
153,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",120.5 (2 min 0 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:35:47, 5.2.3790 service pack 2,2.97.5
151.3,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",121.9 (2 min 1 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:39:49, 5.2.3790 service pack 2,2.97.5
148.8,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",123.9 (2 min 3 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:43:53, 5.2.3790 service pack 2,2.97.5
156.6,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",117.8 (1 min 57 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:48:00, 5.2.3790 service pack 2,2.97.5
154.6,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",119.2 (1 min 59 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:51:57, 5.2.3790 service pack 2,2.97.5
145.9,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",126.3 (2 min 6 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,14:55:57, 5.2.3790 service pack 2,2.97.5
152.7,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,270","1,271",120.8 (2 min 0 sec),"0 (No error, Successful operation)","""*""","22,274",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","307,290,194",2008-10-14,15:00:05, 5.2.3790 service pack 2,2.97.5
235.2,xxcopy /yy /of0 /clone /ff /pb K:\Software\Speed-test\source\little_files f:\speed-test\little_files /oaK:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""F:\speed-test\little_files\""","1,490","1,491",163.6 (2 min 43 sec),"0 (No error, Successful operation)","""*""","24,344",K:\Software\Speed-test\stats\GEOMATT\server2loc-usb_straight-little_files.log,"""K:\Software\Speed-test\source\little_files\""","641,411,602",2008-10-15,08:55:00, 5.2.3790 service pack 2,2.97.5
264.3,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.38,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,10:38:16, 5.2.3790 service pack 2,2.97.5
262.6,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.7,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,10:43:28, 5.2.3790 service pack 2,2.97.5
264,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.44,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,10:48:41, 5.2.3790 service pack 2,2.97.5
261.4,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.91,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,10:53:56, 5.2.3790 service pack 2,2.97.5
263,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.61,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,10:59:07, 5.2.3790 service pack 2,2.97.5
261.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.95,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:04:20, 5.2.3790 service pack 2,2.97.5
261.3,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.92,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:09:34, 5.2.3790 service pack 2,2.97.5
263.7,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.49,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:14:50, 5.2.3790 service pack 2,2.97.5
263.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.59,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:20:07, 5.2.3790 service pack 2,2.97.5
263.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\little_files d:\speed-test\little_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""D:\speed-test\little_files\""",76,"1,491",47.45,"0 (No error, Successful operation)","""*""",532,"24,344",X:\Software\Speed-test\stats\GEOMATT\server2local_diff-little_files.log,"""X:\Software\Speed-test\source\little_files\""","208,731,021",2008-10-22,11:25:26, 5.2.3790 service pack 2,2.97.5
599.1,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.81,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:39:15, 5.2.3790 service pack 2,2.97.5
515.4,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,61.39 (1 min 1 sec),"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:44:27, 5.2.3790 service pack 2,2.97.5
597.5,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.95,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:49:40, 5.2.3790 service pack 2,2.97.5
545.8,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,57.97,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,10:54:55, 5.2.3790 service pack 2,2.97.5
605.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.22,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:00:07, 5.2.3790 service pack 2,2.97.5
562.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,56.28,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:05:20, 5.2.3790 service pack 2,2.97.5
605.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,52.22,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:10:34, 5.2.3790 service pack 2,2.97.5
585.7,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54.02,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:15:49, 5.2.3790 service pack 2,2.97.5
585.9,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:21:06, 5.2.3790 service pack 2,2.97.5
577.2,xxcopy /yy /of0 /clone /ff /pb X:\Software\Speed-test\source\big_files d:\speed-test\big_files /oaX:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""D:\speed-test\big_files\""",1,54.81,"0 (No error, Successful operation)","""*""",1,X:\Software\Speed-test\stats\GEOMATT\server2local_straight-big_files.log,"""X:\Software\Speed-test\source\big_files\""","527,331,269",2008-10-22,11:26:25, 5.2.3790 service pack 2,2.97.5
